transcript_id,transcript_position,score
ENST00000373548,1416,0.030813342
ENST00000462917,1270,0.09619806
ENST00000334220,561,0.07116298
ENST00000340124,881,0.0020649235
ENST00000454893,510,0.005145044
ENST00000547765,1565,0.18541646
ENST00000299767,716,0.86853623
ENST00000331457,628,0.13118324
ENST00000520657,538,0.96765006
ENST00000622523,82,0.00020830648
ENST00000395248,1510,0.65046924
ENST00000225655,1238,0.8146705
ENST00000511473,474,0.16917993
ENST00000300026,305,0.6351836
ENST00000395443,3095,0.95832986
ENST00000311177,556,0.9810786
ENST00000268099,313,0.016012654
ENST00000316084,336,0.5881976
ENST00000254480,5156,0.0018482051
ENST00000392246,86,3.8024667e-05
ENST00000439977,1146,0.69304717
ENST00000409784,868,0.023050567
ENST00000307839,1097,0.00011866627
ENST00000394670,469,0.00535765
ENST00000233893,747,0.23987801
ENST00000261789,458,0.014376267
ENST00000464845,767,0.32140872
ENST00000354336,4931,0.002685277
ENST00000361436,242,0.6491908
ENST00000326587,1118,0.012683267
ENST00000333449,606,0.2797832
ENST00000378670,382,0.05943741
ENST00000425916,1245,0.014637827
ENST00000222284,697,0.009888895
ENST00000262570,734,0.0028948605
ENST00000586592,754,0.0026899315
ENST00000379143,903,0.423979
ENST00000576917,84,0.0028176126
ENST00000331872,1748,0.018762615
ENST00000337195,1593,0.8335696
ENST00000457573,1410,0.26130006
ENST00000322428,526,0.001583688
ENST00000568194,874,0.15572001
ENST00000216034,883,0.0036784022
ENST00000327044,2545,0.21941793
ENST00000552981,368,0.22947897
ENST00000284000,927,0.62088907
ENST00000540494,2481,0.053972825
ENST00000611786,1049,0.01077299
ENST00000301329,764,0.0032483912
ENST00000342669,847,0.0008277923
ENST00000234111,1289,0.019236134
ENST00000552540,526,0.014879157
ENST00000397353,1012,0.41632232
ENST00000614556,4565,0.0011465877
ENST00000368439,121,0.2007122
ENST00000261692,538,0.89016306
ENST00000478027,645,0.06897967
ENST00000636275,213,7.02069e-06
ENST00000301019,2278,0.9853244
ENST00000368979,334,0.00031258992
ENST00000214869,948,0.012583053
ENST00000235090,219,0.0021554343
ENST00000298556,860,0.00049418217
ENST00000572172,580,0.004333701
ENST00000543455,440,0.08348565
ENST00000396394,835,0.025256183
ENST00000398712,1402,0.008573128
ENST00000373451,3184,0.86617196
ENST00000379031,201,0.1732284
ENST00000234198,1540,0.16899598
ENST00000539854,273,0.10696542
ENST00000374169,525,0.00026019214
ENST00000085068,612,0.7757765
ENST00000321562,1626,0.0021770275
ENST00000258080,1968,0.07699796
ENST00000254799,1168,0.21735848
ENST00000339413,473,0.0015369479
ENST00000439424,289,0.0004236807
ENST00000263697,1009,0.6990589
ENST00000367142,3681,0.01444629
ENST00000315970,1166,0.053127054
ENST00000433866,1854,0.0009998636
ENST00000534624,1772,0.27921206
ENST00000572447,1305,0.06437745
ENST00000606999,530,0.00042380084
ENST00000340611,2145,0.030707506
ENST00000260130,878,0.018461267
ENST00000361439,566,0.00096410344
ENST00000037243,886,0.16401203
ENST00000226230,1740,0.018920254
ENST00000361439,460,0.042076483
ENST00000338961,1706,0.41970292
ENST00000374135,892,0.0052302363
ENST00000404092,294,0.22663492
ENST00000357325,499,0.091510735
ENST00000233114,954,0.3909543
ENST00000375370,1074,0.0093258675
ENST00000391857,322,0.5756098
ENST00000353107,570,0.08556883
ENST00000354775,2134,0.26977307
ENST00000534599,402,0.867633
ENST00000377270,770,0.8069485
ENST00000262482,1503,0.1600655
ENST00000482732,980,0.0020087154
ENST00000314888,7916,0.7587076
ENST00000568546,1344,0.015021986
ENST00000357886,2123,0.0009728572
ENST00000303004,1523,0.037570935
ENST00000529770,487,0.0014669118
ENST00000266263,581,0.35693452
ENST00000265351,3590,0.0007741573
ENST00000261416,1487,0.00061375817
ENST00000368685,859,0.40788555
ENST00000454376,622,0.21788546
ENST00000619747,1284,0.039711367
ENST00000304992,4906,0.22635897
ENST00000615060,1610,0.25778994
ENST00000265351,2360,0.0019541662
ENST00000229854,1934,0.7556335
ENST00000520964,64,0.03153563
ENST00000433436,802,0.007023132
ENST00000368356,1094,0.119955905
ENST00000314423,2232,0.5658767
ENST00000547276,999,0.97060645
ENST00000374379,1216,0.09743075
ENST00000552951,205,0.05318825
ENST00000484616,151,0.82605284
ENST00000479209,1914,0.61836284
ENST00000545507,1522,0.43556994
ENST00000290158,1218,0.004396991
ENST00000314355,139,0.011333571
ENST00000370355,2616,0.08596728
ENST00000343043,1484,0.9390455
ENST00000301838,1436,0.949893
ENST00000334828,1511,0.009287793
ENST00000336737,1547,0.0031519365
ENST00000376228,766,0.7378764
ENST00000617716,2753,0.19953007
ENST00000272227,1991,0.16633083
ENST00000396680,866,0.16322567
ENST00000397511,463,0.90266305
ENST00000261396,1929,0.07915322
ENST00000264552,492,0.00039440545
ENST00000373493,1316,0.07895131
ENST00000373255,141,0.014174525
ENST00000286428,853,0.01188652
ENST00000380155,68,0.029246982
ENST00000245046,1102,0.011865516
ENST00000322030,678,0.10579357
ENST00000482739,1082,0.7129754
ENST00000451728,397,0.73776174
ENST00000268802,667,0.05269853
ENST00000621469,2025,0.02230093
ENST00000301280,2042,0.00021712498
ENST00000421223,2345,0.0027381096
ENST00000268717,1503,0.004960539
ENST00000304834,615,0.42622337
ENST00000326587,1646,0.0042129727
ENST00000280362,485,0.0048174206
ENST00000337387,1130,0.06381503
ENST00000370078,2120,0.011426283
ENST00000320270,1280,0.9795518
ENST00000394799,572,0.4373302
ENST00000409194,347,0.0070920046
ENST00000272217,857,0.5448314
ENST00000349496,1556,0.0005712517
ENST00000316763,700,7.407143e-07
ENST00000568194,1081,0.6716862
ENST00000199706,394,0.001324149
ENST00000322028,381,0.08193953
ENST00000367975,814,0.014850403
ENST00000530167,1076,0.98805946
ENST00000354546,888,0.0021917045
ENST00000618723,405,0.033152066
ENST00000312838,1085,0.85101926
ENST00000265838,1285,0.29932112
ENST00000229270,1609,0.033802833
ENST00000300093,1456,0.009810314
ENST00000293831,1400,0.059984896
ENST00000425441,707,8.908587e-05
ENST00000229238,505,0.2861161
ENST00000372133,741,0.9165871
ENST00000640406,143,0.0027641132
ENST00000530455,1880,0.0036848565
ENST00000264161,437,0.0010332086
ENST00000264932,2056,0.48517743
ENST00000319004,3266,0.018364483
ENST00000234256,1609,0.32618144
ENST00000446922,513,0.41542688
ENST00000290949,680,0.3680905
ENST00000272065,1240,0.00222405
ENST00000216218,751,0.2505389
ENST00000366777,1936,0.04609737
ENST00000373030,1420,0.028634202
ENST00000225308,902,0.40661135
ENST00000297613,585,0.350834
ENST00000286091,681,0.008715605
ENST00000254322,1008,0.41779727
ENST00000306024,686,0.06257712
ENST00000342756,3066,0.0117863985
ENST00000352035,621,0.69505787
ENST00000553066,797,0.77854586
ENST00000375058,185,0.000314692
ENST00000262213,1818,0.012380448
ENST00000227524,1443,0.60745823
ENST00000325327,3806,0.10979621
ENST00000457382,590,0.00013337561
ENST00000346213,1450,0.45264396
ENST00000267973,586,0.0009058224
ENST00000012443,377,0.031587508
ENST00000344548,1390,0.056134705
ENST00000551150,238,0.01612883
ENST00000302362,331,0.017949743
ENST00000367549,2838,0.0008456973
ENST00000301838,583,0.0017319006
ENST00000370995,3107,0.027086932
ENST00000272542,710,0.06717895
ENST00000381237,3842,0.0129783545
ENST00000433866,205,0.0021593042
ENST00000252818,928,0.9916571
ENST00000593029,294,0.114421494
ENST00000392221,715,0.0019435431
ENST00000641390,1382,0.0042087254
ENST00000054666,1787,0.009374448
ENST00000625241,352,0.0061046723
ENST00000580018,1203,0.052252825
ENST00000262055,1484,0.90589213
ENST00000494774,1560,0.35475457
ENST00000306368,169,0.08610219
ENST00000372642,315,0.9467548
ENST00000318364,995,0.9047531
ENST00000225298,1178,0.34362483
ENST00000378609,1266,0.11085478
ENST00000342374,847,0.0011928692
ENST00000506397,420,0.04041687
ENST00000355937,1099,0.9409704
ENST00000215793,1688,0.62586915
ENST00000314797,2568,0.00033318857
ENST00000360614,1134,0.18006036
ENST00000301012,205,0.05939525
ENST00000379607,235,0.0016132647
ENST00000239666,776,0.0035652472
ENST00000353999,2179,0.027199872
ENST00000567815,472,0.2841056
ENST00000348547,803,0.1819292
ENST00000377475,1494,0.75254005
ENST00000379757,2504,0.02891494
ENST00000502492,740,0.7552161
ENST00000260641,2883,0.0054174312
ENST00000329970,733,0.007665055
ENST00000381125,2430,0.118487574
ENST00000392246,995,0.012665987
ENST00000524625,1599,0.0004783169
ENST00000548567,581,0.012546035
ENST00000270451,891,0.9665843
ENST00000561090,2970,0.0027385391
ENST00000295598,1395,0.4896326
ENST00000470450,675,0.0017133995
ENST00000354480,1661,0.037939314
ENST00000450554,1796,0.30821365
ENST00000337195,1785,0.95195293
ENST00000265056,656,0.028316298
ENST00000441322,875,0.6356678
ENST00000233575,243,0.08056092
ENST00000533498,484,0.22928342
ENST00000301764,2085,0.5187972
ENST00000217233,2038,0.0030685253
ENST00000354488,706,0.015891217
ENST00000436628,835,0.17191482
ENST00000588919,781,0.040291224
ENST00000396859,500,0.020069648
ENST00000370938,625,0.052065328
ENST00000335574,909,0.0045904475
ENST00000371620,149,0.0663177
ENST00000261499,618,0.44399995
ENST00000216605,300,0.0037945714
ENST00000579334,116,0.46499923
ENST00000361066,677,0.16019504
ENST00000224073,145,0.3553202
ENST00000253031,1783,0.08232778
ENST00000556029,3846,0.000592628
ENST00000579446,75,0.62163246
ENST00000378700,198,0.0057135713
ENST00000371222,958,0.02406967
ENST00000367879,1272,0.19320123
ENST00000546361,3643,0.0023337554
ENST00000156825,360,0.53167695
ENST00000243253,2594,0.7298409
ENST00000590550,1716,0.979781
ENST00000301821,497,0.43768302
ENST00000276585,466,0.46049342
ENST00000394422,571,0.77675086
ENST00000592741,1375,0.5412979
ENST00000382952,1139,0.77390873
ENST00000268379,1116,0.011856775
ENST00000612103,777,0.11291297
ENST00000356948,3557,0.9392542
ENST00000237380,806,0.6760223
ENST00000621632,1418,0.016320918
ENST00000397492,534,0.01846436
ENST00000332211,537,0.09697692
ENST00000400521,1949,0.8124375
ENST00000341255,5239,0.0044642137
ENST00000303210,863,0.4276683
ENST00000297185,2027,0.0012590147
ENST00000344870,150,0.17557299
ENST00000366839,699,0.16114056
ENST00000372134,1652,0.36474702
ENST00000409600,1895,0.045091
ENST00000372836,1538,0.49513245
ENST00000483970,987,0.013974286
ENST00000554465,1884,0.020837583
ENST00000323701,1036,0.000121427554
ENST00000479017,176,0.43179062
ENST00000288532,751,0.022578975
ENST00000328703,507,0.2865732
ENST00000277865,1337,1.6293548e-05
ENST00000221233,449,0.4489033
ENST00000367879,92,0.50356257
ENST00000353999,1190,0.0068394067
ENST00000511355,121,0.051125973
ENST00000447619,436,0.7220257
ENST00000543155,701,0.13138103
ENST00000327044,1886,0.14092149
ENST00000346178,766,0.004822057
ENST00000309244,41,0.2742935
ENST00000468812,1829,0.007482468
ENST00000357886,880,8.07255e-05
ENST00000400181,976,0.0010449761
ENST00000596288,925,0.5156705
ENST00000370372,793,0.87834907
ENST00000616178,3684,0.6445274
ENST00000244520,721,0.009263243
ENST00000199389,340,0.026473643
ENST00000353704,1303,0.4566168
ENST00000262482,1017,0.031366594
ENST00000339399,257,0.015321411
ENST00000307961,1439,0.15912838
ENST00000389805,1233,0.888035
ENST00000291552,412,0.012532415
ENST00000331821,481,0.30480075
ENST00000616577,1211,0.8218322
ENST00000313269,312,0.2629857
ENST00000560229,623,0.6622833
ENST00000487938,1107,0.012292956
ENST00000583313,437,0.022104872
ENST00000373044,871,0.016558705
ENST00000265866,512,0.002298747
ENST00000611779,1250,0.0018451448
ENST00000264720,2687,0.19366549
ENST00000512576,2900,0.11865779
ENST00000268711,1102,0.006454462
ENST00000271843,643,0.18541124
ENST00000360961,568,0.0042888694
ENST00000619951,617,0.46761012
ENST00000264156,1348,0.0031742922
ENST00000370355,4353,0.0057647224
ENST00000264001,239,0.0026434942
ENST00000373883,1415,0.9904342
ENST00000638706,3192,0.011570163
ENST00000330537,3151,0.080316864
ENST00000229563,296,0.12572727
ENST00000494399,1743,0.039698467
ENST00000252622,223,0.01067594
ENST00000225603,1959,0.0027644008
ENST00000376510,744,0.038459007
ENST00000484558,1060,1.4235539e-05
ENST00000258874,825,0.030721014
ENST00000221801,59,0.35153776
ENST00000357348,736,0.00043865503
ENST00000256460,852,0.100233264
ENST00000618691,3604,0.0002668203
ENST00000206542,585,0.00342737
ENST00000542575,2181,0.009435893
ENST00000481869,643,0.11889951
ENST00000248089,732,0.7864366
ENST00000260447,415,0.23599468
ENST00000488633,1341,0.16172236
ENST00000392524,961,0.06346605
ENST00000300456,2297,0.9742112
ENST00000274311,1004,0.03263429
ENST00000338663,990,0.08435821
ENST00000525634,639,0.0020483646
ENST00000257857,727,0.012308796
ENST00000371085,440,0.09486783
ENST00000404488,501,0.12738979
ENST00000373247,1371,0.0010225509
ENST00000634753,968,0.0715112
ENST00000265087,1340,0.1044546
ENST00000329235,1512,0.0048480844
ENST00000225504,486,0.09127078
ENST00000290155,965,0.0070418357
ENST00000369905,422,0.07849857
ENST00000281828,673,0.068280175
ENST00000422167,699,0.0010385612
ENST00000439343,2767,0.0072776834
ENST00000422090,2825,0.00065022236
ENST00000535149,2261,0.16898263
ENST00000265260,1002,0.018240817
ENST00000264156,2123,0.0004346775
ENST00000638706,1032,0.31759825
ENST00000282999,695,0.00013569393
ENST00000196061,1837,0.06517196
ENST00000334976,1292,0.19101879
ENST00000353801,2319,0.0020642537
ENST00000407006,131,0.0012356703
ENST00000433386,431,0.0823665
ENST00000265260,2247,0.07395824
ENST00000350498,1467,0.002317437
ENST00000321599,4108,0.032393653
ENST00000413077,210,0.02704404
ENST00000530336,1191,0.26789612
ENST00000370651,1655,0.00029035984
ENST00000532887,616,0.36237666
ENST00000372360,371,0.003896671
ENST00000262027,2043,0.08458542
ENST00000371222,2306,0.94711536
ENST00000292478,2945,0.9580549
ENST00000380876,2632,0.32518926
ENST00000320954,1323,0.7945635
ENST00000262570,936,0.0032487307
ENST00000379607,1299,0.017781787
ENST00000349496,510,0.08396159
ENST00000488803,774,0.0015202941
ENST00000313334,772,0.9374076
ENST00000449223,377,0.7468698
ENST00000379847,128,0.05649827
ENST00000000412,1960,0.010108522
ENST00000341369,738,0.026755897
ENST00000303088,888,0.04879301
ENST00000304414,2056,0.007369788
ENST00000331457,1192,0.031021722
ENST00000326153,1263,0.96366704
ENST00000263384,1315,0.0006520912
ENST00000465271,490,0.061571073
ENST00000614328,1366,0.024239564
ENST00000589318,769,0.02738852
ENST00000216416,890,0.4693758
ENST00000290079,391,0.40746388
ENST00000367378,564,0.001049808
ENST00000587708,829,0.03785282
ENST00000256151,942,0.03238423
ENST00000470450,969,5.6492816e-05
ENST00000258761,295,0.0011017375
ENST00000354725,738,0.00027787007
ENST00000263574,2026,0.065370865
ENST00000272930,801,0.0017991782
ENST00000336761,1202,0.15551892
ENST00000367321,2373,0.1836009
ENST00000342480,433,0.25102606
ENST00000536769,2094,0.48330006
ENST00000421999,290,0.007482475
ENST00000319545,2934,0.00062857557
ENST00000483956,1479,0.9760759
ENST00000223324,455,0.00548133
ENST00000505430,442,0.035936285
ENST00000271628,988,0.9906669
ENST00000216951,169,0.19344258
ENST00000273550,503,0.8595748
ENST00000411630,620,0.42966488
ENST00000399133,725,0.18214786
ENST00000576917,248,0.42389646
ENST00000407627,1428,0.8464164
ENST00000477613,79,0.29932758
ENST00000636275,436,0.24816458
ENST00000367048,2295,0.003565813
ENST00000425441,467,0.0014232901
ENST00000265100,575,0.011605713
ENST00000615234,211,0.38728517
ENST00000209873,1440,0.0050625037
ENST00000368830,1242,0.2850072
ENST00000304758,4834,0.005061531
ENST00000306627,1155,0.115079395
ENST00000537407,179,0.0054279035
ENST00000409687,3099,0.3737644
ENST00000234111,1962,0.01420155
ENST00000278412,2083,0.28047648
ENST00000326587,849,0.0029432327
ENST00000375142,66,0.7871462
ENST00000298556,388,0.046277095
ENST00000487169,3222,0.00010768421
ENST00000335972,1936,0.08829169
ENST00000265465,1469,0.00021517742
ENST00000264705,5286,0.010135018
ENST00000491094,568,0.0071789306
ENST00000383329,486,0.5557946
ENST00000301740,9164,0.3167615
ENST00000461690,158,0.11214076
ENST00000257787,1632,0.94665164
ENST00000568546,2447,0.08568965
ENST00000393972,1155,0.20403813
ENST00000397764,412,0.06519149
ENST00000346798,1383,6.272874e-05
ENST00000314797,2652,0.087694034
ENST00000370509,653,0.03638791
ENST00000322623,814,0.26503614
ENST00000366607,234,0.19298084
ENST00000368072,1385,0.008812728
ENST00000379715,651,0.8803951
ENST00000378669,1443,0.12665287
ENST00000272065,499,0.31276372
ENST00000597436,732,0.10815885
ENST00000358901,1649,0.073372535
ENST00000216281,2031,0.0039548827
ENST00000273596,949,0.015682518
ENST00000267984,1773,0.97891307
ENST00000279550,1200,0.0027306878
ENST00000262498,525,0.09368273
ENST00000215904,926,0.43058366
ENST00000338148,1254,0.0003900115
ENST00000317502,1055,0.90616214
ENST00000367055,875,0.0036445376
ENST00000373703,980,0.8569031
ENST00000592741,1994,0.18575971
ENST00000482732,891,0.007915365
ENST00000343380,758,0.5142673
ENST00000375436,3724,0.53947157
ENST00000371222,834,0.24456745
ENST00000374825,4194,0.1303459
ENST00000311181,1847,0.98511153
ENST00000326427,181,0.0023133964
ENST00000332556,2106,0.07025592
ENST00000378565,759,3.9151113e-05
ENST00000378700,823,0.0992778
ENST00000304874,1177,0.3861129
ENST00000355801,379,0.93928784
ENST00000590151,4199,0.03061203
ENST00000300030,582,0.0015330235
ENST00000308987,689,0.000664688
ENST00000617998,4062,0.33955032
ENST00000620277,419,0.035600364
ENST00000304858,2614,1.6080962e-06
ENST00000369077,1811,0.0037106378
ENST00000368533,1475,0.09017787
ENST00000514682,40,0.5985577
ENST00000545888,2295,7.136699e-06
ENST00000393614,4216,0.00575086
ENST00000621878,821,0.024622835
ENST00000625213,1044,0.26487702
ENST00000367334,526,0.123762645
ENST00000271688,2215,0.06011986
ENST00000265351,2413,0.117214255
ENST00000640218,3163,0.3708632
ENST00000445193,770,0.7437852
ENST00000273130,972,0.00038151024
ENST00000400000,1177,0.050592862
ENST00000233114,443,0.0079691205
ENST00000293831,1466,0.018703151
ENST00000339995,3773,0.025716823
ENST00000361682,296,0.0018949026
ENST00000398165,2069,0.0021207924
ENST00000396856,131,0.049260877
ENST00000354488,1002,0.4314795
ENST00000366813,729,0.0004971104
ENST00000246535,516,0.4056718
ENST00000252711,830,0.00015100969
ENST00000449870,5574,0.94080037
ENST00000366794,2109,0.012886528
ENST00000273308,1090,0.019475294
ENST00000260443,1200,0.009876801
ENST00000351223,448,0.005412006
ENST00000316586,468,0.002306913
ENST00000317058,222,0.19224158
ENST00000236671,1190,0.12589508
ENST00000268099,156,0.004063955
ENST00000380113,1137,0.07808705
ENST00000272227,1969,0.008704897
ENST00000348411,1203,0.8952695
ENST00000252268,1346,0.72048575
ENST00000340385,1216,0.084383965
ENST00000215904,812,0.11473822
ENST00000304191,399,0.00036716668
ENST00000371959,4883,0.0015358311
ENST00000261396,2331,0.000645466
ENST00000320849,345,0.0009167176
ENST00000216185,566,0.024789162
ENST00000403633,788,0.02500456
ENST00000425441,572,0.0025042433
ENST00000268835,1109,0.014339166
ENST00000369905,1243,0.9396323
ENST00000369077,1541,0.017238649
ENST00000361813,992,0.0136823
ENST00000369498,1101,0.8376653
ENST00000405356,3855,0.19514105
ENST00000337003,27,0.7459922
ENST00000552361,303,0.13609591
ENST00000327304,557,0.06888028
ENST00000290949,575,0.020206263
ENST00000376185,1815,0.0043342994
ENST00000354185,2394,0.0016648781
ENST00000614890,254,0.016994005
ENST00000216122,1896,0.030755736
ENST00000301738,1844,0.009353485
ENST00000304858,2649,0.07989625
ENST00000429243,507,0.04929928
ENST00000419792,2414,0.29799005
ENST00000380591,380,0.003153702
ENST00000308677,1431,0.029502096
ENST00000331497,1065,0.9741908
ENST00000412830,1000,0.004709125
ENST00000332556,2398,0.018228568
ENST00000261622,1993,0.021391591
ENST00000326974,104,0.4976073
ENST00000494484,1929,0.30803558
ENST00000372813,1104,0.01423427
ENST00000327300,2693,0.0018431058
ENST00000443953,1591,0.0018885507
ENST00000240423,2227,0.01580496
ENST00000272217,311,6.759882e-05
ENST00000439977,1958,0.004156285
ENST00000477931,1399,9.234449e-05
ENST00000618691,3152,0.7114685
ENST00000490103,1083,3.918848e-06
ENST00000369905,743,0.020541722
ENST00000314606,456,0.13905212
ENST00000400677,1479,0.3254733
ENST00000414294,130,0.13276184
ENST00000283921,1309,0.9314663
ENST00000337970,2129,0.00026720445
ENST00000357332,936,0.1924659
ENST00000354464,3157,0.009618919
ENST00000618612,1137,0.7917373
ENST00000325301,2481,0.021691957
ENST00000604929,1439,0.8627728
ENST00000558311,943,0.70069385
ENST00000436146,487,0.0037195857
ENST00000310955,126,0.59987116
ENST00000229340,2787,0.070238255
ENST00000379607,754,0.94369733
ENST00000300456,2131,0.11417569
ENST00000304895,2151,0.12959976
ENST00000336314,6236,0.0013860401
ENST00000511348,210,0.14572904
ENST00000262544,1507,0.22428097
ENST00000483764,1243,0.25491056
ENST00000258975,706,0.0006617542
ENST00000436628,1774,0.103250094
ENST00000576892,843,0.9824147
ENST00000375340,5151,0.0005071419
ENST00000361093,1452,0.043877367
ENST00000301057,1306,0.5342032
ENST00000396953,1611,0.07482735
ENST00000433866,539,0.11447912
ENST00000249806,1900,0.8979332
ENST00000554052,381,1.9200123e-05
ENST00000579649,435,0.026081344
ENST00000215919,957,0.9518457
ENST00000389266,2264,0.46530908
ENST00000336023,1103,0.027537594
ENST00000293831,1162,0.10722529
ENST00000263694,1140,0.6468793
ENST00000337619,422,0.0556762
ENST00000376588,1378,0.14075908
ENST00000457607,960,0.0023273914
ENST00000393432,1997,0.012676097
ENST00000473578,332,0.30226856
ENST00000541279,432,0.00018663552
ENST00000574322,810,0.037690334
ENST00000620073,1927,0.014381369
ENST00000310931,2182,0.0007986919
ENST00000081029,413,0.24538144
ENST00000552588,203,0.0018130179
ENST00000322995,686,0.73825204
ENST00000357166,2597,0.0025579408
ENST00000375401,5359,0.016230242
ENST00000439343,2552,0.13301289
ENST00000483970,518,0.63911843
ENST00000544484,5809,0.00034407258
ENST00000341116,948,0.2630282
ENST00000567229,1631,0.13576052
ENST00000541182,1253,0.20614721
ENST00000629999,1755,0.020287942
ENST00000370775,901,0.6668302
ENST00000507606,272,0.06695807
ENST00000398733,1565,0.0075788232
ENST00000534871,230,0.004943919
ENST00000261313,888,0.730894
ENST00000204549,1805,0.6572503
ENST00000285814,316,0.041684113
ENST00000336097,829,0.53873384
ENST00000602252,33,0.46378225
ENST00000371554,1990,0.16614906
ENST00000354724,754,0.7560882
ENST00000338369,813,0.0004944663
ENST00000270257,571,0.9747349
ENST00000274031,6863,0.016156161
ENST00000500728,769,0.39034963
ENST00000453381,1848,0.095661275
ENST00000392369,984,0.006322924
ENST00000392359,506,0.97321135
ENST00000517309,920,0.1497472
ENST00000619747,2009,0.039369404
ENST00000300086,965,0.33088824
ENST00000392508,143,0.0005213283
ENST00000395044,249,0.00488519
ENST00000304992,6309,0.00061668415
ENST00000375068,546,0.00029627894
ENST00000424354,4598,0.24630067
ENST00000314423,981,0.0048016114
ENST00000332810,2538,0.00041317902
ENST00000369077,1130,0.0016298045
ENST00000370994,840,0.0745937
ENST00000358344,103,0.012144064
ENST00000374517,651,0.0030606906
ENST00000388835,1263,0.0001752795
ENST00000261819,1354,0.015362233
ENST00000249299,187,0.061928112
ENST00000263645,1197,0.8451946
ENST00000381815,1606,0.010804501
ENST00000158771,335,0.06930133
ENST00000261303,1345,8.766369e-06
ENST00000209873,833,0.19806345
ENST00000374171,196,1.504313e-05
ENST00000403825,531,0.006796671
ENST00000370206,501,0.004238245
ENST00000234160,1827,0.03361633
ENST00000221566,1214,0.011494288
ENST00000561482,890,3.141389e-05
ENST00000571133,68,0.0065065343
ENST00000464624,3327,0.028368827
ENST00000341426,3075,0.13372727
ENST00000334163,717,0.5271654
ENST00000370206,563,0.06228145
ENST00000264954,384,0.03826267
ENST00000394965,2307,0.0013264816
ENST00000267115,2741,0.03954817
ENST00000327772,226,0.003523581
ENST00000316448,1055,0.022745688
ENST00000225174,1349,0.041493088
ENST00000331569,2780,0.56849194
ENST00000493224,32,0.58077025
ENST00000395781,973,0.90146714
ENST00000225972,2258,0.013417253
ENST00000378888,2304,0.007837935
ENST00000296490,1287,0.958878
ENST00000394670,2190,0.0024621699
ENST00000538654,712,0.055577867
ENST00000354724,1577,1.0801694e-05
ENST00000372715,1097,0.29737073
ENST00000339647,886,0.92777324
ENST00000394155,1614,0.0022049146
ENST00000393623,2029,0.33411682
ENST00000592763,2919,0.33636314
ENST00000397441,1018,0.4265011
ENST00000404488,304,0.24511644
ENST00000567120,1358,0.012940914
ENST00000301011,3276,0.854085
ENST00000223129,1188,0.8268409
ENST00000354618,3678,0.018519051
ENST00000246957,231,0.00024444782
ENST00000501597,416,0.0017355911
ENST00000374379,3361,0.00020021705
ENST00000368865,1809,0.0017320984
ENST00000322213,3618,0.0010327897
ENST00000292035,260,0.28021073
ENST00000375499,299,2.9656732e-05
ENST00000456936,1244,0.94683325
ENST00000361264,1585,0.002545321
ENST00000464419,545,0.0023223392
ENST00000299421,1052,0.043156095
ENST00000246139,812,0.07906648
ENST00000233627,606,0.0002213885
ENST00000278980,1465,0.0046783993
ENST00000322177,1725,0.039042633
ENST00000394799,415,0.0018719987
ENST00000262374,494,0.012887624
ENST00000592962,480,0.008919527
ENST00000261303,180,0.0403387
ENST00000614237,2873,0.00071593083
ENST00000503277,472,0.0019586273
ENST00000395081,257,0.8733814
ENST00000354185,3012,0.0059633357
ENST00000350051,1323,0.10963144
