transcript_id,transcript_position,score
ENST00000002165,534,0.8621418476104736
ENST00000002165,547,0.7755140662193298
ENST00000002165,567,0.25714296102523804
ENST00000002165,572,0.7427189350128174
ENST00000002165,576,0.36620742082595825
ENST00000002165,589,0.988277018070221
ENST00000002165,680,0.4034353196620941
ENST00000002165,708,0.2194886952638626
ENST00000002165,771,0.21231654286384583
ENST00000002165,900,5.608548995062176e-24
ENST00000002165,907,0.620141863822937
ENST00000002165,933,0.23128192126750946
ENST00000002165,941,0.110028475522995
ENST00000002165,948,0.1310340315103531
ENST00000002165,952,0.17087265849113464
ENST00000002165,990,0.5072782635688782
ENST00000002165,1031,0.18990221619606018
ENST00000002165,1163,0.04850833863019943
ENST00000002165,1188,0.11049575358629227
ENST00000002165,1273,0.3728671371936798
ENST00000002165,1324,0.06985494494438171
ENST00000002165,1339,0.7875398993492126
ENST00000002165,1350,0.45389097929000854
ENST00000002165,1387,0.5621121525764465
ENST00000002165,1400,3.363567241014993e-36
ENST00000002165,1445,0.7490531206130981
ENST00000002165,1506,0.527458131313324
ENST00000002165,1553,0.6939732432365417
ENST00000002165,1630,0.0
ENST00000002165,1639,0.2286665290594101
ENST00000005340,609,0.795734703540802
ENST00000005340,655,0.3288863003253937
ENST00000005340,671,0.8706572651863098
ENST00000005340,733,0.10104847699403763
ENST00000005340,739,0.0428939051926136
ENST00000005340,817,0.6635041832923889
ENST00000005340,880,0.0907929539680481
ENST00000005340,911,0.7665911912918091
ENST00000005340,1094,1.4548459148500115e-07
ENST00000005340,1226,0.8635380268096924
ENST00000005340,1247,0.08986163139343262
ENST00000005340,1253,0.6196218729019165
ENST00000005340,1262,0.18580274283885956
ENST00000005340,1298,0.11641445755958557
ENST00000005340,1330,0.18841098248958588
ENST00000005340,1406,0.14091892540454865
ENST00000005340,1441,0.3776978850364685
ENST00000005340,1547,0.6278308033943176
ENST00000005340,1561,0.12138524651527405
ENST00000005340,1590,0.6373434066772461
ENST00000005340,1604,0.1476183831691742
ENST00000005340,1661,0.25752291083335876
ENST00000005340,1802,0.12942390143871307
ENST00000005340,1850,0.08663780242204666
ENST00000005340,1877,0.09498589485883713
ENST00000005340,2200,0.4862479269504547
ENST00000005340,2286,0.7086461782455444
ENST00000005340,2399,0.1109573021531105
ENST00000005340,2421,0.8437913060188293
ENST00000005340,2425,0.40105870366096497
ENST00000005340,2536,0.2688594162464142
ENST00000005340,2626,0.49866682291030884
ENST00000005340,2672,0.20761781930923462
ENST00000005340,2679,0.5077361464500427
ENST00000005340,2754,0.5991750955581665
ENST00000005340,2815,0.0007087974227033556
ENST00000005340,2828,0.20211707055568695
ENST00000005340,2909,0.19734221696853638
ENST00000005340,2988,0.043612170964479446
ENST00000007264,108,0.9254109859466553
ENST00000007264,298,0.16267840564250946
ENST00000007264,370,8.630861429992365e-07
ENST00000007264,420,0.20370769500732422
ENST00000007264,471,1.2984110196419739e-33
ENST00000007264,496,0.40238773822784424
ENST00000007264,553,0.31709665060043335
ENST00000007264,590,0.42712950706481934
ENST00000007264,708,0.684564471244812
ENST00000007264,736,0.2549728751182556
ENST00000007264,787,0.9318227767944336
ENST00000007264,817,0.24932608008384705
ENST00000007264,877,0.6516709327697754
ENST00000007264,916,0.4745628237724304
ENST00000007264,1061,0.30845075845718384
ENST00000007264,1066,0.9532954096794128
ENST00000007264,1116,0.9933910369873047
ENST00000007264,1293,0.9907640218734741
ENST00000007264,1341,0.13351963460445404
ENST00000007264,1366,0.2955268323421478
ENST00000007264,1413,0.9914052486419678
ENST00000007264,1564,0.20198266208171844
ENST00000007264,1640,0.3257635831832886
ENST00000007264,1923,0.6648157835006714
ENST00000007264,2015,0.9758238196372986
ENST00000007390,435,0.10503384470939636
ENST00000007390,439,0.09761756658554077
ENST00000007390,500,0.0944569781422615
ENST00000007390,570,0.5891309380531311
ENST00000007390,589,0.24112451076507568
ENST00000007390,642,0.1001121923327446
ENST00000007390,693,0.21873106062412262
ENST00000007390,699,0.24994643032550812
ENST00000007390,714,0.19943219423294067
ENST00000007390,846,0.055134229362010956
ENST00000007390,885,0.40994733572006226
ENST00000007390,894,0.134390190243721
ENST00000007390,912,0.3581991195678711
ENST00000007390,1041,0.9739428758621216
ENST00000007390,1055,0.11479398608207703
ENST00000007390,1096,0.9342000484466553
ENST00000007390,1105,0.9543412327766418
ENST00000007390,1151,0.9553644061088562
ENST00000007516,186,0.20331737399101257
ENST00000007516,204,0.7902454733848572
ENST00000007516,307,0.2683032751083374
ENST00000007516,329,0.3622923195362091
ENST00000007516,337,0.08589672297239304
ENST00000007516,346,0.14208346605300903
ENST00000007516,385,0.12172771990299225
ENST00000007516,397,0.11019209772348404
ENST00000007516,406,0.14617934823036194
ENST00000007516,545,0.15682931244373322
ENST00000007516,569,0.41097065806388855
ENST00000007516,604,0.4258936047554016
ENST00000007516,626,0.3711796700954437
ENST00000007516,632,0.2417851984500885
ENST00000007516,650,0.7271684408187866
ENST00000009041,186,0.2727900445461273
ENST00000009041,244,0.0003462205932009965
ENST00000009041,261,0.21100282669067383
ENST00000009041,276,0.11285349726676941
ENST00000009041,416,0.9247320890426636
ENST00000009041,441,0.09468871355056763
ENST00000009041,455,1.735845886558827e-22
ENST00000009041,501,0.20376504957675934
ENST00000009041,531,0.11690996587276459
ENST00000009041,613,0.20658180117607117
ENST00000009041,641,0.15652446448802948
ENST00000009041,653,0.10185234248638153
ENST00000009041,807,0.022351432591676712
ENST00000009041,811,0.10753628611564636
ENST00000009041,928,0.05222699046134949
ENST00000009041,933,0.34878796339035034
ENST00000009041,943,0.05556049570441246
ENST00000009041,955,0.4344455301761627
ENST00000009041,987,0.051544755697250366
ENST00000009041,1086,0.37149763107299805
ENST00000009041,1206,0.4649614691734314
ENST00000009041,1224,0.0
ENST00000009041,1268,0.843506932258606
ENST00000009041,1286,0.0022928512189537287
ENST00000009041,1381,1.4928126749454052e-29
ENST00000009041,1407,0.18359772861003876
ENST00000009041,1458,0.21982476115226746
ENST00000009041,1573,0.1595710813999176
ENST00000009041,1667,3.974531793038023e-35
ENST00000009589,62,0.7860009074211121
ENST00000009589,90,0.28944432735443115
ENST00000009589,147,0.08064281195402145
ENST00000009589,195,2.0436234878228946e-17
ENST00000009589,235,0.1395321786403656
ENST00000009589,278,0.14287778735160828
ENST00000009589,300,0.2286934107542038
ENST00000009589,324,0.3668019771575928
ENST00000009589,391,0.6731283664703369
ENST00000009589,507,0.02011152170598507
ENST00000011619,2414,0.060793738812208176
ENST00000011619,2448,0.0
ENST00000011619,2521,0.0007968578720465302
ENST00000011619,2593,0.2957252860069275
ENST00000011619,2686,0.17953276634216309
ENST00000011619,2703,0.0
ENST00000011619,2846,0.0
ENST00000011619,2878,0.020113641396164894
ENST00000011619,2901,0.8030470609664917
ENST00000011619,2914,0.31351926922798157
ENST00000011619,2928,2.7256993368995167e-35
ENST00000011619,2958,0.15769124031066895
ENST00000012443,127,0.8564016222953796
ENST00000012443,156,0.361013263463974
ENST00000012443,199,0.3387849032878876
ENST00000012443,212,0.11560439318418503
ENST00000012443,230,0.7967807650566101
ENST00000012443,275,0.4744326174259186
ENST00000012443,377,0.3533622622489929
ENST00000012443,455,0.30346712470054626
ENST00000012443,488,0.14202328026294708
ENST00000012443,590,0.3514760136604309
ENST00000012443,599,0.20957763493061066
ENST00000012443,613,0.09761965274810791
ENST00000012443,636,0.3409327566623688
ENST00000012443,661,0.11645327508449554
ENST00000012443,701,0.18076972663402557
ENST00000012443,711,0.6098092198371887
ENST00000012443,787,0.028321264311671257
ENST00000012443,802,0.09918223321437836
ENST00000012443,827,0.45506855845451355
ENST00000012443,848,0.09461653232574463
ENST00000012443,889,0.10144996643066406
ENST00000012443,914,0.33316367864608765
ENST00000012443,923,0.7473131418228149
ENST00000012443,1018,0.18494097888469696
ENST00000012443,1022,0.1322353333234787
ENST00000012443,1031,0.16714251041412354
ENST00000012443,1196,0.1228281557559967
ENST00000012443,1250,0.15544867515563965
ENST00000012443,1355,0.24007350206375122
ENST00000012443,1364,0.45721521973609924
ENST00000012443,1472,0.3042115271091461
ENST00000012443,1505,0.1713060736656189
ENST00000012443,1652,0.37446388602256775
ENST00000012443,1704,0.3824228048324585
ENST00000012443,1802,0.2576340138912201
ENST00000012443,1961,0.09574548155069351
ENST00000014930,178,0.84019935131073
ENST00000014930,232,0.3467046320438385
ENST00000014930,393,0.3646160066127777
ENST00000014930,475,0.00040184843237511814
ENST00000014930,508,0.2379487156867981
ENST00000014930,649,0.4696211516857147
ENST00000014930,673,0.1822412610054016
ENST00000014930,723,0.09933705627918243
ENST00000014930,748,0.7703823447227478
ENST00000014930,798,0.9134514331817627
ENST00000014930,835,0.0
ENST00000022615,7,0.11657793819904327
ENST00000022615,75,0.0012809912441298366
ENST00000022615,93,0.18946100771427155
ENST00000022615,156,0.12280107289552689
ENST00000022615,164,3.5690849472302943e-05
ENST00000022615,245,0.001449833856895566
ENST00000022615,264,0.13280391693115234
ENST00000022615,271,0.560409426689148
ENST00000022615,294,0.45076510310173035
ENST00000022615,300,0.09054327756166458
ENST00000022615,314,0.2824346125125885
ENST00000022615,355,0.13745397329330444
ENST00000022615,359,0.3233092427253723
ENST00000022615,384,0.383219450712204
ENST00000022615,472,0.3706361651420593
ENST00000022615,540,0.2016969919204712
ENST00000022615,556,0.42805948853492737
ENST00000022615,597,0.5202218890190125
ENST00000022615,677,0.04353338107466698
ENST00000022615,687,3.029695105905006e-10
ENST00000022615,698,0.5417655110359192
ENST00000022615,711,1.8383292934784357e-13
ENST00000022615,758,0.6210225820541382
ENST00000022615,799,0.6063594222068787
ENST00000022615,815,0.19118082523345947
ENST00000022615,839,0.5896680951118469
ENST00000022615,867,0.7290838956832886
ENST00000022615,907,0.8246285319328308
ENST00000022615,970,0.4630359709262848
ENST00000022615,1021,0.7850853800773621
ENST00000022615,1213,0.24875111877918243
ENST00000022615,1264,0.0782201886177063
ENST00000022615,1333,0.00029492616886273026
ENST00000023939,99,0.7088419198989868
ENST00000023939,131,0.18764285743236542
ENST00000023939,151,0.7154818177223206
ENST00000023939,306,0.5393084287643433
ENST00000023939,358,0.6304458379745483
ENST00000023939,367,0.25441431999206543
ENST00000023939,375,0.0
ENST00000023939,405,0.1671156883239746
ENST00000023939,467,0.08742870390415192
ENST00000023939,516,0.04316401109099388
ENST00000023939,528,0.11810937523841858
ENST00000023939,540,0.08722785115242004
ENST00000023939,752,0.09337972849607468
ENST00000023939,797,0.00048672608681954443
ENST00000023939,805,0.1322120726108551
ENST00000023939,832,0.0008740490884520113
ENST00000023939,875,0.31835612654685974
ENST00000023939,920,0.0009714210755191743
ENST00000023939,1014,0.10401256382465363
ENST00000023939,1306,0.7381657361984253
ENST00000023939,1420,7.599786736988493e-26
ENST00000023939,1427,0.9486876130104065
ENST00000023939,1470,0.14816914498806
ENST00000023939,1523,0.5388748645782471
ENST00000029410,299,0.22346900403499603
ENST00000029410,312,0.16110897064208984
ENST00000029410,604,0.08914357423782349
ENST00000029410,631,0.9095561504364014
ENST00000029410,702,0.11219039559364319
ENST00000029410,870,0.1593373566865921
ENST00000029410,889,0.13264134526252747
ENST00000029410,910,0.09979414194822311
ENST00000029410,935,0.00997757725417614
ENST00000029410,955,0.25054407119750977
ENST00000029410,973,0.49646109342575073
ENST00000029410,1054,0.9883710741996765
ENST00000029410,1060,0.1222335621714592
ENST00000029410,1065,0.22499802708625793
ENST00000029410,1104,0.9502541422843933
ENST00000029410,1180,0.15366767346858978
ENST00000029410,1201,0.3443739712238312
ENST00000029410,1207,0.7905787229537964
ENST00000029410,1266,0.9863895773887634
ENST00000029410,1339,0.3915170133113861
ENST00000029410,1371,0.2603786587715149
ENST00000029410,1415,0.3789396286010742
ENST00000029410,1420,0.7340576648712158
ENST00000029410,1476,0.4538480043411255
ENST00000029410,1535,0.9766947031021118
ENST00000029410,1544,0.014710992574691772
ENST00000029410,1572,0.47827115654945374
ENST00000037243,158,0.20568671822547913
ENST00000037243,171,0.2835374176502228
ENST00000037243,263,0.09026455134153366
ENST00000037243,269,0.26080772280693054
ENST00000037243,382,0.526090145111084
ENST00000037243,403,0.0770249143242836
ENST00000037243,411,0.7072017788887024
ENST00000037243,473,0.6094839572906494
ENST00000037243,518,0.3252530097961426
ENST00000037243,569,0.13346928358078003
ENST00000037243,583,0.2474888265132904
ENST00000037243,602,0.2503387928009033
ENST00000037243,646,0.2274131327867508
ENST00000037243,724,0.301711767911911
ENST00000037243,886,0.6465646624565125
ENST00000037243,928,0.7718132138252258
ENST00000037243,956,0.20304308831691742
ENST00000037243,976,0.0
ENST00000037869,149,0.2574201822280884
ENST00000037869,203,0.5231528878211975
ENST00000037869,308,0.2516598701477051
ENST00000037869,401,0.9506855607032776
ENST00000037869,412,0.12383820861577988
ENST00000037869,428,0.04498671740293503
ENST00000037869,454,0.15801690518856049
ENST00000037869,784,4.250459305797607e-19
ENST00000037869,811,0.6928452253341675
ENST00000037869,835,0.00034824686008505523
ENST00000037869,944,0.04161565378308296
ENST00000037869,965,0.16340383887290955
ENST00000037869,1056,0.7918031215667725
ENST00000037869,1068,0.14910562336444855
ENST00000037869,1084,0.732803463935852
ENST00000037869,1180,0.9244936108589172
ENST00000037869,1191,0.04230962321162224
ENST00000037869,1206,0.09480734169483185
ENST00000037869,1262,5.075836747792763e-25
ENST00000037869,1270,0.09121236205101013
ENST00000037869,1275,0.8633765578269958
ENST00000037869,1289,0.03190413489937782
ENST00000037869,1350,0.488457053899765
ENST00000037869,1416,0.005628746468573809
ENST00000037869,1432,0.16924089193344116
ENST00000037869,1485,0.0
ENST00000037869,1501,0.0878201425075531
ENST00000037869,1505,0.03921737149357796
ENST00000037869,1565,0.2330595850944519
ENST00000037869,1587,0.772848904132843
ENST00000037869,1774,0.17042697966098785
ENST00000044462,97,0.19757328927516937
ENST00000044462,129,0.6134182214736938
ENST00000044462,148,0.005328481551259756
ENST00000044462,166,0.24113158881664276
ENST00000044462,174,0.18840792775154114
ENST00000044462,236,0.23977327346801758
ENST00000044462,350,0.4339911639690399
ENST00000044462,361,0.15101145207881927
ENST00000044462,387,0.1535189300775528
ENST00000044462,408,0.14714357256889343
ENST00000044462,416,0.5779808163642883
ENST00000044462,503,0.00612933374941349
ENST00000044462,601,0.09451012313365936
ENST00000044462,677,0.005489074159413576
ENST00000044462,682,0.3596094846725464
ENST00000044462,702,0.07429146021604538
ENST00000044462,747,0.20312611758708954
ENST00000044462,764,0.3326461613178253
ENST00000044462,798,1.4920648281627973e-24
ENST00000044462,816,0.13621002435684204
ENST00000044462,836,0.0009002737933769822
ENST00000044462,866,0.0030008829198777676
ENST00000044462,914,0.2312498539686203
ENST00000044462,1024,0.44902297854423523
ENST00000044462,1046,0.7581528425216675
ENST00000053867,230,0.202849343419075
ENST00000053867,253,0.09034675359725952
ENST00000053867,262,0.25272995233535767
ENST00000053867,286,3.9829190329412135e-38
ENST00000053867,353,0.19171297550201416
ENST00000053867,395,0.11445633322000504
ENST00000053867,493,0.6523330211639404
ENST00000053867,608,1.360421629215125e-05
ENST00000053867,659,0.5581484436988831
ENST00000053867,734,0.20164157450199127
ENST00000053867,841,0.33403921127319336
ENST00000053867,845,0.00026295636780560017
ENST00000053867,1004,0.1312403678894043
ENST00000053867,1016,0.19548293948173523
ENST00000053867,1061,0.49324917793273926
ENST00000053867,1109,0.15944752097129822
ENST00000053867,1205,0.12009654194116592
ENST00000053867,1241,0.14115089178085327
ENST00000053867,1263,0.37393853068351746
ENST00000053867,1322,0.09161725640296936
ENST00000053867,1451,0.26700150966644287
ENST00000053867,1530,0.8009137511253357
ENST00000053867,1577,0.14287297427654266
ENST00000053867,1589,0.11290375143289566
ENST00000053867,1618,0.10976193100214005
ENST00000053867,1827,0.4449422359466553
ENST00000053867,1844,0.0
ENST00000053867,1849,0.09281998872756958
ENST00000053867,1862,0.09171738475561142
ENST00000053867,2012,0.3705720901489258
ENST00000053867,2025,0.10914329439401627
ENST00000053867,2041,0.9025769829750061
ENST00000053867,2053,0.5303816795349121
ENST00000053867,2070,0.21043573319911957
ENST00000053867,2121,0.0
ENST00000053867,2137,0.3412405252456665
ENST00000053867,2258,0.7717905044555664
ENST00000054650,841,0.9920628666877747
ENST00000054650,1123,0.00045130285434424877
ENST00000054666,156,0.4572945833206177
ENST00000054666,166,0.12421917170286179
ENST00000054666,194,0.21104669570922852
ENST00000054666,215,0.22307123243808746
ENST00000054666,233,0.10713201016187668
ENST00000054666,421,0.15329135954380035
ENST00000054666,430,0.7073384523391724
ENST00000054666,437,0.1984851360321045
ENST00000054666,452,0.04340876638889313
ENST00000054666,463,0.17433768510818481
ENST00000054666,470,0.4514237940311432
ENST00000054666,477,0.18472331762313843
ENST00000054666,759,0.34540891647338867
ENST00000054666,771,2.3428405509628672e-30
ENST00000054666,815,0.04440982639789581
ENST00000054666,828,0.0003444707253947854
ENST00000054666,844,0.0
ENST00000054666,893,0.35455000400543213
ENST00000054666,920,0.32669827342033386
ENST00000054666,1040,0.0
ENST00000054666,1065,0.5816823840141296
ENST00000054666,1077,0.07514727860689163
ENST00000054666,1139,0.16237306594848633
ENST00000054666,1169,0.6997583508491516
ENST00000054666,1214,0.15786214172840118
ENST00000054666,1260,0.17530111968517303
ENST00000054666,1321,0.13932718336582184
ENST00000054666,1327,0.2018144428730011
ENST00000054666,1378,0.9260004758834839
ENST00000054666,1433,0.29798486828804016
ENST00000054666,1444,0.6540658473968506
ENST00000054666,1478,0.13324938714504242
ENST00000054666,1484,0.19581466913223267
ENST00000054666,1609,0.4777122437953949
ENST00000054666,1670,0.2873605787754059
ENST00000054666,1687,0.39531320333480835
ENST00000054666,1707,0.18411682546138763
ENST00000054666,1759,0.057217590510845184
ENST00000054666,1787,0.1042858436703682
ENST00000054666,1793,0.4148663580417633
ENST00000054666,1835,0.4358762800693512
ENST00000054666,1858,0.5102127194404602
ENST00000054666,1892,0.4512794613838196
ENST00000054666,1927,0.0
ENST00000054666,2008,0.48516845703125
ENST00000054666,2049,0.6353594064712524
ENST00000054666,2057,0.14926595985889435
ENST00000054666,2091,0.120817631483078
ENST00000054666,2100,3.3350388548569754e-05
ENST00000054666,2120,0.0
ENST00000054666,2161,0.6993814706802368
ENST00000054950,495,0.8177282214164734
ENST00000054950,503,0.09722654521465302
ENST00000054950,608,0.0009785756701603532
ENST00000054950,681,0.11396180093288422
ENST00000054950,715,0.005541851278394461
ENST00000054950,828,0.12321162223815918
ENST00000054950,840,0.10650772601366043
ENST00000054950,845,0.5926331281661987
ENST00000054950,895,0.30627042055130005
ENST00000054950,923,0.0718260407447815
ENST00000054950,933,0.28992927074432373
ENST00000054950,1086,0.13535547256469727
ENST00000054950,1170,0.09029864519834518
ENST00000054950,1176,0.006653294432908297
ENST00000054950,1193,0.06291285902261734
ENST00000054950,1215,0.8417680263519287
ENST00000054950,1221,0.2729960083961487
ENST00000054950,1292,0.6811621189117432
ENST00000054950,1489,0.04187098890542984
ENST00000054950,1499,0.0020727855153381824
ENST00000054950,1546,0.34547510743141174
ENST00000054950,1553,0.4094337522983551
ENST00000054950,1573,0.11358044296503067
ENST00000054950,1585,0.23975956439971924
ENST00000054950,1590,0.34380868077278137
ENST00000054950,1651,0.5228682160377502
ENST00000054950,1667,0.14701732993125916
ENST00000054950,1764,0.17294657230377197
ENST00000054950,1841,0.03900916874408722
ENST00000054950,1981,0.10358086228370667
ENST00000054950,1992,0.46078866720199585
ENST00000054950,2010,0.002048188354820013
ENST00000054950,2031,0.2147260308265686
ENST00000054950,2241,0.2543485462665558
ENST00000054950,2270,0.7246725559234619
ENST00000055077,110,0.774284303188324
ENST00000055077,116,0.1316283643245697
ENST00000055077,165,0.7371170520782471
ENST00000055077,224,0.10925288498401642
ENST00000055077,298,0.4748617708683014
ENST00000055077,307,0.1333072930574417
ENST00000055077,372,0.7389350533485413
ENST00000055077,389,0.24545465409755707
ENST00000055077,491,0.13728508353233337
ENST00000055077,499,0.17105327546596527
ENST00000055077,529,0.14716605842113495
ENST00000055077,550,0.0008454745402559638
ENST00000055077,640,0.11412600427865982
ENST00000055077,743,0.16693300008773804
ENST00000055077,761,0.2536669671535492
ENST00000055077,800,0.0
ENST00000055077,973,0.2790083885192871
ENST00000055077,999,0.2816299498081207
ENST00000055077,1055,0.7836082577705383
ENST00000055077,1102,0.10532253235578537
ENST00000055077,1133,0.9446125626564026
ENST00000055077,1142,0.8724808096885681
ENST00000055077,1146,0.8684318661689758
ENST00000055077,1228,0.7902796268463135
ENST00000055077,1240,0.570277750492096
ENST00000055077,1335,0.10609584301710129
ENST00000055077,1358,0.047242503613233566
ENST00000055077,1455,0.44824257493019104
ENST00000055077,1552,0.38626158237457275
ENST00000072869,249,0.991428792476654
ENST00000072869,441,0.8352581858634949
ENST00000072869,595,0.23021496832370758
ENST00000072869,618,0.6371670961380005
ENST00000072869,755,0.9831699132919312
ENST00000072869,782,0.4801870286464691
ENST00000072869,789,0.5811549425125122
ENST00000072869,853,0.9809502959251404
ENST00000072869,857,0.14461612701416016
ENST00000072869,870,0.9318952560424805
ENST00000072869,963,0.047243379056453705
ENST00000072869,983,0.13376611471176147
ENST00000072869,1022,0.10283958166837692
ENST00000072869,1148,0.33678629994392395
ENST00000072869,1262,0.07210724800825119
ENST00000072869,1290,0.35024362802505493
ENST00000072869,1433,0.8088515400886536
ENST00000072869,1496,0.15517450869083405
ENST00000072869,1511,0.16094236075878143
ENST00000072869,1526,0.009096535854041576
ENST00000072869,1589,0.1942170411348343
ENST00000072869,1598,0.09188965708017349
ENST00000072869,1688,0.16834427416324615
ENST00000072869,1807,0.02553338184952736
ENST00000072869,1828,0.21828784048557281
ENST00000072869,1844,0.6591736078262329
ENST00000072869,1909,0.2312479466199875
ENST00000072869,1991,0.4599928557872772
ENST00000072869,1998,0.614626944065094
ENST00000072869,2003,0.412274032831192
ENST00000072869,2149,0.9545871019363403
ENST00000072869,2167,0.00031284181750379503
ENST00000072869,2306,0.5352013111114502
ENST00000078429,3898,0.46100929379463196
ENST00000078429,4050,0.6950443983078003
ENST00000078429,4063,0.11861665546894073
ENST00000078429,4106,0.8340177536010742
ENST00000081029,122,0.6926925778388977
ENST00000081029,191,0.3880874812602997
ENST00000081029,239,0.3491593301296234
ENST00000081029,258,0.07257812470197678
ENST00000081029,264,0.8942475318908691
ENST00000081029,301,0.0008310529519803822
ENST00000081029,382,0.6263253688812256
ENST00000081029,413,0.5912280082702637
ENST00000081029,483,0.41045081615448
ENST00000081029,525,0.1162453144788742
ENST00000081029,550,0.34191665053367615
ENST00000081029,564,0.22850064933300018
ENST00000081029,646,0.26838603615760803
ENST00000081029,671,0.38970205187797546
ENST00000081029,749,0.0010511050932109356
ENST00000081029,800,0.6641677618026733
ENST00000081029,810,0.09243573248386383
ENST00000081029,1037,0.2226523756980896
ENST00000081029,1424,0.23632469773292542
ENST00000081029,1437,0.5857044458389282
ENST00000081029,1538,2.2176300430381373e-32
ENST00000081029,1747,0.15894292294979095
ENST00000081029,1771,0.24808308482170105
ENST00000084795,26,0.0
ENST00000084795,32,0.19171710312366486
ENST00000084795,118,0.366489976644516
ENST00000084795,233,0.001508228131569922
ENST00000084795,256,0.21559679508209229
ENST00000084795,262,0.43112748861312866
ENST00000084795,294,0.5931624174118042
ENST00000084795,319,0.14375023543834686
ENST00000084795,389,0.42650485038757324
ENST00000084795,475,0.24552054703235626
ENST00000084795,495,0.045760467648506165
ENST00000084795,566,0.07836394011974335
ENST00000084795,570,0.0008137440891005099
ENST00000085068,118,0.23626770079135895
ENST00000085068,201,0.21609167754650116
ENST00000085068,356,0.8527597784996033
ENST00000085068,383,0.1894286423921585
ENST00000085068,423,0.26378390192985535
ENST00000085068,534,0.5850616693496704
ENST00000085068,546,0.44204121828079224
ENST00000085068,555,0.11140114814043045
ENST00000085068,612,0.160278782248497
